"Quote item id is not received.","Sitat-IDen ikke er mottatt.",module,Magento_AdvancedCheckout
"Quote item is not loaded.","Sitat elementet er ikke lastet inn.",module,Magento_AdvancedCheckout
"The wish list item id is not received.","Ønske listeelement-id er ikke mottatt.",module,Magento_AdvancedCheckout
"The wish list item is not loaded.","Ønskelisten er ennå ikke lastet.",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Det har oppstått en feil. Se i feilloggen for mer informasjon.",module,Magento_AdvancedCheckout
"You cannot configure a product.","Du kan ikke konfigurere et produkt.",module,Magento_AdvancedCheckout
"You removed the items.","Du fjernet elementene.",module,Magento_AdvancedCheckout
"You removed the item.","Du fjernet varen.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","Du har lagt til %1 i handlekurven.",module,Magento_AdvancedCheckout
"You cannot add a product.","Du kan ikke legge til et produkt.",module,Magento_AdvancedCheckout
"Order by SKU","Sorter etter SKU",module,Magento_AdvancedCheckout
"The SKU was not found in the catalog.","Produktet med denne SKU verdien ble ikke funnet i katalogen.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Tilgjengelighet: Ikke på lager.",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.","Vi har ikke så mange av disse som du ønsker.",module,Magento_AdvancedCheckout
"You can't add this many to your cart.","Du kan ikke legge til så mange i din handlekurv.",module,Magento_AdvancedCheckout
"You need to choose options for your item.","Velg ønsket variant av produktet av produktet.",module,Magento_AdvancedCheckout
"We can't add the item to your cart.","Vi kan ikke legge til elementet i handlekurven.",module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Vennligst oppgi faktisk antall i ""Antall"" feltet.",module,Magento_AdvancedCheckout
"This product is assigned to another website.","Dette produktet tilhører en annen webside.",module,Magento_AdvancedCheckout
"You can add only enabled products.","Du kan bare legge til aktiverte produkter.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Du kan ikke laste opp denne filen.",module,Magento_AdvancedCheckout
"The file is empty.","Filen er tom.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Du har ikke lagt inn et produktnummer (SKU). Vennligst <a href=""%1"">klikk her</a> for å legge til proukt(er) ved produktnummer (SKU).",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Du har ikke lagt inn et produktnummer (SKU).",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","Vi kan ikke legge til et produkt av id ""%1"".",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.","Noe gikk galt med bestillingen av dette produktet.",module,Magento_AdvancedCheckout
"We can't find this wish list.","Vi finner ikke denne ønskeliste.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","Du la %1 produkt til handlekurven.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","Du la %1 produkt til handlekurven.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 produkt krever din oppmerksomhet.",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 produkter krever din oppmerksomhet.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Ja, for angitte kundegrupper",module,Magento_AdvancedCheckout
"Yes, for Everyone","Ja, for alle",module,Magento_AdvancedCheckout
"No","Nei",module,Magento_AdvancedCheckout
"The file is corrupt.","Filen er skadet.",module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","Vennligst opplast filen i .csv format.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 element(er) krever din oppmerksomhet.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Bruk kupongkode",module,Magento_AdvancedCheckout
"Remove Coupon Code","Fjern kupong kode",module,Magento_AdvancedCheckout
"Remove","Fjern",module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Rabattkode ""%1"" er ikke gyldig.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Handlekurvelementer",module,Magento_AdvancedCheckout
"Qty","Antall",module,Magento_AdvancedCheckout
"Subtotal","Delsum",module,Magento_AdvancedCheckout
"Discount","Rabatt",module,Magento_AdvancedCheckout
"Row Subtotal","Rad delsum",module,Magento_AdvancedCheckout
"Action","Handling",module,Magento_AdvancedCheckout
"No ordered items","Ingen bestilte varer",module,Magento_AdvancedCheckout
"Total %1 product(s)","Totalt %1 produkt(er)",module,Magento_AdvancedCheckout
"Subtotal:","Delsum:",module,Magento_AdvancedCheckout
"Please select","Vennligst velg",module,Magento_AdvancedCheckout
"Move to Wish List","Flytt til ønskeliste",module,Magento_AdvancedCheckout
"No item specified.","Ingen elementer er angitt.",module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?","Er du sikker på at du vil fjerne denne varen?",module,Magento_AdvancedCheckout
"SKU number","SKU nummer",module,Magento_AdvancedCheckout
"Upload File","Last opp fil",module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","CSV-filen må inneholde kolonnene ""sku"" og ""qty"".",module,Magento_AdvancedCheckout
"Reset","Nullstill",module,Magento_AdvancedCheckout
"SKU: ","Produktnummer (SKU): ",module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Bare <span id=""%1_max_allowed"">%2</span> på lager",module,Magento_AdvancedCheckout
"Item","Produkt",module,Magento_AdvancedCheckout
"See price before order confirmation.","Se priser før ordrebekreftelse.",module,Magento_AdvancedCheckout
"What's this?","Hva er dette?",module,Magento_AdvancedCheckout
"Incl. Tax","Inkl. MVA",module,Magento_AdvancedCheckout
"Excl. Tax","ex. moms",module,Magento_AdvancedCheckout
"Edit item parameters","Rediger parametere",module,Magento_AdvancedCheckout
"Edit","Redigere",module,Magento_AdvancedCheckout
"Remove item","Fjern produkt",module,Magento_AdvancedCheckout
"Products Requiring Attention","Produkter som krever din oppmerksomhet",module,Magento_AdvancedCheckout
"Add to Cart","Legg i handlekurv",module,Magento_AdvancedCheckout
"Sku","Sku",module,Magento_AdvancedCheckout
"File","Fil",module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Tillatte filformater: .csv",module,Magento_AdvancedCheckout
"Add Row","Legg til rad",module,Magento_AdvancedCheckout
"Remove Row","Fjerne rad",module,Magento_AdvancedCheckout
"Add Products By SKU","Legg til produkter ved produktnummer (SKU)",module,Magento_AdvancedCheckout
"Shopping Cart Management","Handlekurv administrering",module,Magento_AdvancedCheckout
"View Shopping Cart","Se handlekurv",module,Magento_AdvancedCheckout
"View and modify Shopping Cart","Vis og endre handlekurv",module,Magento_AdvancedCheckout
"Order by SKU Settings","Sorter etter produktnummer (SKU) innstillinger",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","Aktiver Bestilling ved produktnummer (SKU) på Din Konto i Butikkfronten",module,Magento_AdvancedCheckout
"Customer Groups","Kundegrupper",module,Magento_AdvancedCheckout
"Apply Coupon","Bruk rabattkode",module,Magento_AdvancedCheckout
"Order by SKU Description","Bestill ved produktbeskrivelse",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Vis en lenke til lasting av regneark",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Definer hvorvidt en lenke til Min Konto &gt; Bestill ved produktnummer siden vil vises i widgeten",module,Magento_AdvancedCheckout
"Link Text","Link Tekst",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","Teksten i koblingen til min konto &gt; rekkefølge etter produktnummer siden",module,Magento_AdvancedCheckout
"Load a list of SKUs","Last liste over produktnummer",module,Magento_AdvancedCheckout
"Order by SKU Template","Bestill ved produktmal",module,Magento_AdvancedCheckout
"SKU not found in catalog.","SKU ikke funnet i katalogen.",module,Magento_AdvancedCheckout
"This file needs to be in .csv format.","Denne filen må være i CSV-format.",module,Magento_AdvancedCheckout
"This customer couldn't be found. Verify the customer and try again.","Denne kunden ble ikke funnet. Kontroller kunden og prøv igjen.",module,Magento_AdvancedCheckout
"This store couldn't be found. Verify the store and try again.","Denne butikken ble ikke funnet. Kontroller butikken, og prøv på nytt.",module,Magento_AdvancedCheckout
"An error occurred. For details, see the error log.","En feil har oppstått. For detaljer, se feil-loggen.",module,Magento_AdvancedCheckout
"Orders can only be completed in an active store. Verify the store and try again.","Bestillinger kan kun fullføres i en aktiv butikk. Bekreft butikken å prøv igjen.",module,Magento_AdvancedCheckout
"The ordered item needs to be loaded. Load the item and try again.","Den bestilte varen må lastes. Last inn elementet, og prøv på nytt.",module,Magento_AdvancedCheckout
"The quote item ID needs to be received. Set the ID and try again.","ID'en for tilbudselementet må mottas. Angi ID'en og prøv igjen.",module,Magento_AdvancedCheckout
"The quote item needs to be loaded. Load the item and try again.","Den bestilte varen må lastes. Last inn varen, og prøv på nytt.",module,Magento_AdvancedCheckout
"The wish list item ID needs to be received. Set the ID and try again.","Vare-ID'en på ønskelisten må mottas. Angi ID'en og prøv igjen.",module,Magento_AdvancedCheckout
"The wish list item needs to be loaded. Load the item and try again.","Varen på ønskelisten må lastes. Last inn elementet, og prøv på nytt.",module,Magento_AdvancedCheckout
"The file is corrupt and can't be used.","Filen er skadet og kan ikke brukes.",module,Magento_AdvancedCheckout
"Please correct the data sent.","Korriger dataene som sendes.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Finner ikke enhetsmodellen '%1'",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Enhetstypemodellen må være en forekomst av \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Det finnes ingen produkttyper for eksport",module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 klassen implementere ikke \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule","Salgsregel",module,Magento_AdvancedSalesRule
"Index sales rule","Indeks salgsregel",module,Magento_AdvancedSalesRule
"Related Search Terms","Relaterte søkeord",module,Magento_AdvancedSearch
"Add New Search Term","Legge til nye søkeord",module,Magento_AdvancedSearch
"button_label","knapp_etikett",module,Magento_AdvancedSearch
"Missing search engine parameter.","Mangler søkemotor-parameter.",module,Magento_AdvancedSearch
"Successful! Test again?","Vellykket! Teste igjen?",module,Magento_AdvancedSearch
"Connection failed! Test again?","Tilkobling mislyktes! Prøve igjen?",module,Magento_AdvancedSearch
"Enable Search Recommendations","Aktiver søk anbefalinger",module,Magento_AdvancedSearch
"When you enable this option your site may slow down.","Når du aktiverer dette alternativet kan webområdet bli tregt.",module,Magento_AdvancedSearch
"Search Recommendations Count","Antall søk anbefalinger",module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation","Vis antall resultat for hvert forslag",module,Magento_AdvancedSearch
"Enable Search Suggestions","Aktivere søkeforslag",module,Magento_AdvancedSearch
"Search Suggestions Count","Antall søke forslag",module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion","Vis antall resultat for hvert forslag",module,Magento_AdvancedSearch
"Related search terms","Relaterte søkeord",module,Magento_AdvancedSearch
"Did you mean","Mente du",module,Magento_AdvancedSearch
"ID","ID",module,Magento_AdvancedSearch
"Search Query","Søkeord",module,Magento_AdvancedSearch
"Store","Butikk",module,Magento_AdvancedSearch
"Results","Resultater",module,Magento_AdvancedSearch
"Uses","Bruk",module,Magento_AdvancedSearch
"Redirect URL","Omdirigere URL",module,Magento_AdvancedSearch
"Suggested Term","Foreslått begrep",module,Magento_AdvancedSearch
"Yes","Ja",module,Magento_AdvancedSearch
"No","Nei",module,Magento_AdvancedSearch
"Action","Handling",module,Magento_AdvancedSearch
"Edit","Redigere",module,Magento_AdvancedSearch
"Synonym","Synonym",module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC-kallet mislyktes, tilkobling tidsavbrutt etter %time_out.",module,Magento_Amqp
"Message has been rejected: %1","Meldingen ble avvist: %1",module,Magento_Amqp
"Error while checking if topic is synchronous","Feil under kontroll av om emnet er synkront",module,Magento_Amqp
"Subscription status","Påmeldingsstatus",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","Beklager, det oppstod en feil under behandling av forespørselen. Prøv igjen senere.",module,Magento_Analytics
"Time value has an unsupported format","Tidsverdi har et format som ikke er støttet",module,Magento_Analytics
"Cron settings can't be saved","Cron alternativer kan ikke lagres",module,Magento_Analytics
"There was an error save new configuration value.","Det oppstod en feil under lagringen av ny konfigurasjonsverdi.",module,Magento_Analytics
"Please select a vertical.","Velg en vertikal.",module,Magento_Analytics
"--Please Select--","-Vennligst velg--",module,Magento_Analytics
"Command was not found.","Kommandoen ble ikke funnet.",module,Magento_Analytics
"Input data must be string or convertible into string.","Utfylt felt må være en streng eller mulig å konvertere til en streng.",module,Magento_Analytics
"Input data must be non-empty string.","Utfylt informasjon må ikke være en tom streng.",module,Magento_Analytics
"Not valid cipher method.","Ikke gyldig krypteringsmetode.",module,Magento_Analytics
"Encryption key can't be empty.","Krypteringsnøkkel kan ikke være tom.",module,Magento_Analytics
"Source ""%1"" is not exist","""%1"" eksisterer ikke",module,Magento_Analytics
"These arguments can't be empty ""%1""","Disse argumentene kan ikke være tom ""%1""",module,Magento_Analytics
"Cannot find predefined integration user!","Finner ikke den forhåndsdefinerte integreringsbrukeren!",module,Magento_Analytics
"File is not ready yet.","Filen er ikke klar ennå.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","Base URL er endret, og rapportene blir oppdatert. Avansert rapportering vil være tilgjengelig når endringen er behandlet. Prøv igjen senere.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service. ","Kan ikke synkronisere data til Magento Business Intelligence service. ",module,Magento_Analytics
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1"">Resynkroniser</a>",module,Magento_Analytics
"TestMessage","TestMelding",module,Magento_Analytics
"Apps and Games","Programmer og spill",module,Magento_Analytics
"Athletic/Sporting Goods","Atletisk/sportsbutikk",module,Magento_Analytics
"Art and Design","Kunst og design",module,Magento_Analytics
"Advanced Reporting","Avansert rapportering",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Få ny innsikt og ta kommandoen over bedriftens ytelse, ved hjelp av våre dynamisk produkt, orden- og kunderapporter tilpasset kundedataene.",module,Magento_Analytics
"Go to Advanced Reporting","Gå til avansert rapportering",module,Magento_Analytics
"Analytics","Analytics",module,Magento_Analytics
"API","API",module,Magento_Analytics
"Configuration","Innstillinger",module,Magento_Analytics
"Business Intelligence","Forretningsinformasjon",module,Magento_Analytics
"BI Essentials","BI  Enkel",module,Magento_Analytics
"This service provides a dynamic suite of reports with rich insights about your business.,module,Magento_Analytics
Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the,module,Magento_Analytics
""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">,module,Magento_Analytics
terms and conditions</a>.","Denne tilbyderen leverer en dynamsik rapportpakke som gir deg et rikt innsyn om din bedrift. Du kan få tilgang til dine rapporter sikkert via et personlig kontrollpanel utenfor din nettbutikk ved å følge denne linken.  ""Vis avanserte rapporter"" </br> For mer informasjon se <a href=""https://magento.com/legal/terms/cloud-terms"">                 for betingelser og vilkår</a>.",module,Magento_Analytics
"Advanced Reporting Service","Avansert rapporteringstjeneste",module,Magento_Analytics
"Time of day to send data","Tiden på dagen for å sende data",module,Magento_Analytics
"Industry","Industri",module,Magento_Analytics
"In order to personalize your Advanced Reporting experience, please select your industry.","For å tilpasse opplevelsen avansert rapportering, velg din bransje.",module,Magento_Analytics
"<strong>Get more insights from Magento Business Intelligence</strong>","<strong>Få mer innsikt fra Magento bedriftsinformasjon</strong>",module,Magento_Analytics
"Magento Business Intelligence provides you with a simple and clear path to,module,Magento_Analytics
becoming more data driven.</br> Learn more about <a target=""_blank"",module,Magento_Analytics
href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.","Magento Foretaksanalyse tilbyder gir deg en enkel og god oversikt hvordan bli flinkere i forhold til dataflyt</br>Les mer om dette her <a target=""_blank""      href=""https://dashboard.rjmetrics.com/v2/magento/signup/""> Magento BI Enkel og BI Pro</a> .",module,Magento_Analytics
"Auto Parts","Automatiske deler",module,Magento_Analytics
"Baby/Children’s Apparel, Gear and Toys","Baby/barn klær, utstyr og leker",module,Magento_Analytics
"Beauty and Cosmetics","Skjønnhet og velvære",module,Magento_Analytics
"Books, Music and Magazines","Bøker, musikk og magasiner",module,Magento_Analytics
"Crafts and Stationery","Håndverk og skrivemateriell",module,Magento_Analytics
"Consumer Electronics","Forbrukerelektronikk",module,Magento_Analytics
"Deal Site","Avtalenettsted",module,Magento_Analytics
